weight_class,winner,loser,method,round,time,notes,fight_card,event_name,unnamed:_7_level_1
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 2,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 2,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 2,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 2,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 2,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 2,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 3,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 3,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 3,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 3,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 3,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 3,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 3,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 3,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 3,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 3,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 3,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 3,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 4,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 4,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 4,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 4,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 4,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 4,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 4,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 4,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 4,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 4,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 4,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 4,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 5,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 5,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 5,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 5,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 5,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 5,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 5,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 5,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 5,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 5,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 5,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 5,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 6,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 6,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 6,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 6,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 6,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 6,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 6,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 6,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 6,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 6,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 6,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 6,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 7,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 7,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 7,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 7,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 7,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 7,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 7,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 7,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 7,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 7,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 7,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 7,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 8,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 8,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 8,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 8,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 8,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 8,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 8,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 8,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 8,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 8,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 8,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 8,
Catchweight (138 lbs) Muay Thai,Superball Tded99,Kongklai AnnyMuayThai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 9,
Catchweight (130 lbs) Muay Thai,ET Tded99,Apiwat Sor.Somnuk,KO (flying knee),1,0:37,,Main card,ONE Friday Fights 9,
Bantamweight Muay Thai,Komawut F.A.Group,Avatar P.K.Saenchai,Decision (split),3,3:00,,Main card,ONE Friday Fights 9,
Strawweight Muay Thai,Pongsiri Sor.Jor.Wichitpadriew,Pettong Kiatsongrit,KO (left hook),1,1:57,,Main card,ONE Friday Fights 9,
Catchweight (120 lbs) Muay Thai,Olaylek Chor.Hapayak,Phetsommai Sor.Sommai,Decision (split),3,3:00,,Main card,ONE Friday Fights 9,
Catchweight (132 lbs) Muay Thai,Namphongnoi Sor.Sommai,Songfangkhong F.A.Group,Decision (majority),3,3:00,,Main card,ONE Friday Fights 9,
Bantamweight Muay Thai,Tyson Harrison,Rambo Mor.Rattanabandit,KO (right straight),3,3:00,,Main card,ONE Friday Fights 9,
Flyweight Muay Thai,Yodkaikaew Fairtex,Angelos Giakoumis,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 9,
W.Atomweight Muay Thai,Yu Yau Pui,Devina Martin,TKO (left hook),3,0:24,,Main card,ONE Friday Fights 9,
Bantamweight,Tatsuya Ando,Ali Motamed,TKO (punches),2,1:38,,Main card,ONE Friday Fights 9,
Lightweight,Ali Kabdulla,Alisson Barbosa,TKO (elbows),3,2:22,,Main card,ONE Friday Fights 9,
W.Strawweight,Anelya Toktogonova,Aleksandra Savicheva,submission (neck crank),1,2:13,,Main card,ONE Friday Fights 9,
Catchweight (138 lbs) Muay Thai,Superball Tded99,Kongklai AnnyMuayThai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 10,
Catchweight (130 lbs) Muay Thai,ET Tded99,Apiwat Sor.Somnuk,KO (flying knee),1,0:37,,Main card,ONE Friday Fights 10,
Bantamweight Muay Thai,Komawut F.A.Group,Avatar P.K.Saenchai,Decision (split),3,3:00,,Main card,ONE Friday Fights 10,
Strawweight Muay Thai,Pongsiri Sor.Jor.Wichitpadriew,Pettong Kiatsongrit,KO (left hook),1,1:57,,Main card,ONE Friday Fights 10,
Catchweight (120 lbs) Muay Thai,Olaylek Chor.Hapayak,Phetsommai Sor.Sommai,Decision (split),3,3:00,,Main card,ONE Friday Fights 10,
Catchweight (132 lbs) Muay Thai,Namphongnoi Sor.Sommai,Songfangkhong F.A.Group,Decision (majority),3,3:00,,Main card,ONE Friday Fights 10,
Bantamweight Muay Thai,Tyson Harrison,Rambo Mor.Rattanabandit,KO (right straight),3,3:00,,Main card,ONE Friday Fights 10,
Flyweight Muay Thai,Yodkaikaew Fairtex,Angelos Giakoumis,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 10,
W.Atomweight Muay Thai,Yu Yau Pui,Devina Martin,TKO (left hook),3,0:24,,Main card,ONE Friday Fights 10,
Bantamweight,Tatsuya Ando,Ali Motamed,TKO (punches),2,1:38,,Main card,ONE Friday Fights 10,
Lightweight,Ali Kabdulla,Alisson Barbosa,TKO (elbows),3,2:22,,Main card,ONE Friday Fights 10,
W.Strawweight,Anelya Toktogonova,Aleksandra Savicheva,submission (neck crank),1,2:13,,Main card,ONE Friday Fights 10,
Catchweight (138 lbs) Muay Thai,Superball Tded99,Kongklai AnnyMuayThai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 11,
Catchweight (130 lbs) Muay Thai,ET Tded99,Apiwat Sor.Somnuk,KO (flying knee),1,0:37,,Main card,ONE Friday Fights 11,
Bantamweight Muay Thai,Komawut F.A.Group,Avatar P.K.Saenchai,Decision (split),3,3:00,,Main card,ONE Friday Fights 11,
Strawweight Muay Thai,Pongsiri Sor.Jor.Wichitpadriew,Pettong Kiatsongrit,KO (left hook),1,1:57,,Main card,ONE Friday Fights 11,
Catchweight (120 lbs) Muay Thai,Olaylek Chor.Hapayak,Phetsommai Sor.Sommai,Decision (split),3,3:00,,Main card,ONE Friday Fights 11,
Catchweight (132 lbs) Muay Thai,Namphongnoi Sor.Sommai,Songfangkhong F.A.Group,Decision (majority),3,3:00,,Main card,ONE Friday Fights 11,
Bantamweight Muay Thai,Tyson Harrison,Rambo Mor.Rattanabandit,KO (right straight),3,3:00,,Main card,ONE Friday Fights 11,
Flyweight Muay Thai,Yodkaikaew Fairtex,Angelos Giakoumis,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 11,
W.Atomweight Muay Thai,Yu Yau Pui,Devina Martin,TKO (left hook),3,0:24,,Main card,ONE Friday Fights 11,
Bantamweight,Tatsuya Ando,Ali Motamed,TKO (punches),2,1:38,,Main card,ONE Friday Fights 11,
Lightweight,Ali Kabdulla,Alisson Barbosa,TKO (elbows),3,2:22,,Main card,ONE Friday Fights 11,
W.Strawweight,Anelya Toktogonova,Aleksandra Savicheva,submission (neck crank),1,2:13,,Main card,ONE Friday Fights 11,
Flyweight Muay Thai,Phetsukumvit Boybangna,Kongthoranee Sor.Sommai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 12,
Catchweight (130 lbs) Muay Thai,Petlampun Muadablampang,Sunvo Tded99,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 12,
Flyweight Muay Thai,Dentungtong Singha Mawynn,Mohawk Ngorbangkapi,KO (punches),2,1:56,,Main card,ONE Friday Fights 12,
Atomweight Muay Thai,Khunsuk Sor.Dechapan,Kohtao Petsomnuk,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 12,
Catchweight (112 lbs) Muay Thai,Tubtimthong Sor.Jor.Lekmuangnon,Petchnumchai Sor.Jor.Tongprachin,KO (punches),1,1:50,,Main card,ONE Friday Fights 12,
Catchweight (124 lbs) Muay Thai,Zeta Chor.Chokamnuay,Chalawan Ngorbangkapi,KO (punch and head kick),1,1:55,,Main card,ONE Friday Fights 12,
Bantamweight Muay Thai,Rafi Bohic,Tapaokaew Singha Mawynn,Decision (split),3,3:00,,Main card,ONE Friday Fights 12,
Bantamweight Muay Thai,Yodphupa Wimanair,Samuel Toscano,TKO (doctor stoppage),1,2:20,,Main card,ONE Friday Fights 12,
Flyweight Muay Thai,Samingdam Looksuan,Javad Bigdeli,TKO (flying knee),3,1:33,,Main card,ONE Friday Fights 12,
Catchweight (110 lbs) Muay Thai,Nongam Fairtex,Chu Nga Sze,KO (punch),3,0:23,,Main card,ONE Friday Fights 12,
Featherweight,Nurzaman Eshbaev,Keanu Subba,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 12,
Featherweight,Do Gyeom Lee,Guilherme Antunes,TKO (punches),2,3:23,,Main card,ONE Friday Fights 12,
Flyweight Muay Thai,Paidang Kiatsongrit,Batman Or.Atchariya,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 13,
Catchweight (126 lbs) Muay Thai,Noelison Silva,Surachai Sor Sommai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 13,
Catchweight (118 lbs) Muay Thai,Thongpoon P.K.Saenchai,Petmongkol Soonkelahuaitom,KO (punch),1,0:20,,Main card,ONE Friday Fights 13,
Catchweight (132 lbs) Muay Thai,Petsaenkom Yaicheyseafood,Thuanthong Sor Sommai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 13,
W.Strawweight Muay Thai,Natalia Diachkova,Dokmaipa Fairtex,KO (punches),1,1:41,,Main card,ONE Friday Fights 13,
Catchweight (119 lbs) Muay Thai,Aliff Sor Dechapan,Rittidet Kiatsongrit,TKO (spinning elbow),2,0:46,,Main card,ONE Friday Fights 13,
Bantamweight Muay Thai,Rambolek Chor.Ajalaboon,Zhang Chenglong,KO (punches),2,1:33,,Main card,ONE Friday Fights 13,
Featherweight Muay Thai,Nico Carrillo,Furkan Karabağ,TKO (punches),3,2:30,,Main card,ONE Friday Fights 13,
Bantamweight Muay Thai,Hercules Wor Chakrawut,Aslanbek Zikreev,Decision (split),3,3:00,,Main card,ONE Friday Fights 13,
Flyweight Muay Thai,Dedduanglek Tded99,Shakhriyor Jurayev,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 13,
Bantamweight,Enkh-Orgil Baatarkhuu,Adonis Sevillino,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 13,
Featherweight,Carlos Alvarez,Reza Abasi,TKO (strikes),2,3:50,,Main card,ONE Friday Fights 13,
Catchweight (132 lbs) Muay Thai,Gingsanglek Tor.Laksong,Chorfah Tor.Sangtiennoi,KO (head kick),2,0:13,,Main card,ONE Friday Fights 14,
Atomweight Muay Thai,Khunsueklek Boomdeksian,Koko Sor.Sommai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Strawweight Muay Thai,Kongchai Chanaidonmuang,Xavier Gonzalez,Decision (majority),3,3:00,,Main card,ONE Friday Fights 14,
Catchweight (147 lbs) Muay Thai,Saenphon Sor.Sommai,Yodkompatak Sinbimuaythai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Catchweight (118 lbs) Muay Thai,NumSurin Chor.Ketweena,Yodsila Chor.Hapayak,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Catchweight (113 lbs) Muay Thai,Chatpichit SorSor.Toipadriew,Sakaengam Jitmuangnon,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Catchweight (142 lbs) Muay Thai,Saeksan Or. Kwanmuang,Sean Clancy,TKO (doctor stoppage),2,2:22,,Main card,ONE Friday Fights 14,
Catchweight (149 lbs) Muay Thai,Fariya Aminipour,Ferrari Fairtex,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Catchweight (136 lbs) Muay Thai,Chalam Parunchai,Mohammad Sadeghi,Decision (majority),3,3:00,,Main card,ONE Friday Fights 14,
W.Catchweight (112 lbs) Muay Thai,Lisa Brierley,Francisca Vera,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Strawweight,Dave Bangguigui,Marcus Paulo Amaral,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 14,
Flyweight Muay Thai,Jalill Barnes,Doraemon,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Flyweight Muay Thai,Nakrob Faitrex,Ploywitthaya Chor.Wimolsin,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 15,
Catchweight (143 lbs) Muay Thai,Siwakorn P.K.Saenchai,Theeradet Chor.Hapayak,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 15,
Catchweight (137 lbs) Muay Thai,Baramee Sujeebameekiew,Muangsap Kiatsongrit,Decision (majority),3,3:00,,Main card,ONE Friday Fights 15,
Catchweight (137 lbs) Muay Thai,Sibsan Nokkhao KorMor11,Worlaphon Kiatchatchanun,Decision (split),3,3:00,,Main card,ONE Friday Fights 15,
Catchweight (116 lbs) Muay Thai,Chokdee Maxjandee,Dinneurthong Muadphong191,TKO (punches),3,2:48,,Main card,ONE Friday Fights 15,
Flyweight Muay Thai,Jaising Sitnayokpunsak,Denpayak Detpetchsrithong,KO (right cross),3,1:37,,Main card,ONE Friday Fights 15,
Bantamweight Muay Thai,Fabio Reis,Sangmanee P.K.Saenchai,KO (left hook),1,2:36,,Main card,ONE Friday Fights 15,
Lightweight Muay Thai,Rungrawee Sitsongpeenong,Vladimir Gabov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 15,
Catchweight (157 lbs) Muay Thai,Josh Hill,Satanfah Sitsongpeenong,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 15,
W.Strawweight Muay Thai,Yuly Alves,Kwankhao Por Muangpetch,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 15,
Bantamweight,Mark Abelardo,Taron Grigorian,TKO (knees),2,2:56,,Main card,ONE Friday Fights 15,
Lightweight,Lucas Gabriel,Ibragim Shaymanov,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 15,
Catchweight (132 lbs) Muay Thai,Kongthoranee Sor.Sommai,ET Tded99,Decision (majority),3,3:00,,Main card,ONE Friday Fights 16,
Flyweight Muay Thai,Yodduangjai Sor.Jor.Montree,Dentungtong Singha Mawynn,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 16,
W.Atomweight Muay Thai,Phetjeeja Lukjaoporongtom,Inès Pilutti,TKO (punches),1,2:50,,Main card,ONE Friday Fights 16,
Catchweight (139 lbs) Muay Thai,Paruehatnoi TBM Gym,Sonrak Sit Por.Jor.Wor.,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 16,
Catchweight (133 lbs) Muay Thai,Samurai Seeopal,Petkuntung Yaicheyseafood,KO (punch),1,1:34,,Main card,ONE Friday Fights 16,
Flyweight Muay Thai,Sulaiman Looksuan,Petake Sor.Thepparat,TKO (punches),2,0:20,,Main card,ONE Friday Fights 16,
Catchweight (147 lbs) Muay Thai,Yodphupa Wimanair,Andrey Khromov,KO (punches),2,1:30,,Main card,ONE Friday Fights 16,
Strawweight Kickboxing,Huo Xiaolong,Ali Serik,KO (body kick),1,1:04,,Main card,ONE Friday Fights 16,
Catchweight (140 lbs) Muay Thai,Numpangna EagleMuayThai,Ali-Khan Ergeshov,TKO (leg kicks),3,1:23,,Main card,ONE Friday Fights 16,
Flyweight Kickboxing,Temirlan Bekmurzaev,Lương Thành Phúc,TKO (body kick),2,2:25,,Main card,ONE Friday Fights 16,
Middleweight,Magomedmurad Khasaev,Arash Mardani,KO (head kick),1,4:25,,Main card,ONE Friday Fights 16,
Flyweight,Moris Boleyan,Felipe Silva,Submission (rear-naked choke),1,4:25,,Main card,ONE Friday Fights 16,
Catchweight (133 lbs) Muay Thai,Pompetch P.K.Saenchai,Duangsompong Jitmuangnon,KO (left hook),1,1:15,,Main card,ONE Friday Fights 17,
Bantamweight Muay Thai,Avatar P.K.Saenchai,Komawut F.A.Group,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 17,
Catchweight (128 lbs) Muay Thai,Denkriangkrai Singha Mawynn,Apiwat Sor.Somnuk,Decision (split),3,3:00,,Main card,ONE Friday Fights 17,
Catchweight (116 lbs) Muay Thai,Rak Erawan,Mahasamut Nayokgungmuangpet,KO (punches),2,1:35,,Main card,ONE Friday Fights 17,
Catchweight (112 lbs) Muay Thai,Rachan Sor.Somnuk,Khunsuk Sor.Dechapan,TKO (punches),3,1:53,,Main card,ONE Friday Fights 17,
Catchweight (120 lbs) Muay Thai,Maisangkum Sor.Yingcharoenkarnchang,Dionatha Santos Tobias,KO (punches),1,1:25,,Main card,ONE Friday Fights 17,
Catchweight (138 lbs) Muay Thai,Yodlekpet Or. Atchariya,Denis Purić,TKO (three knockdowns),3,2:07,,Main card,ONE Friday Fights 17,
Strawweight Muay Thai,Jelte Blommaert,Li Guozhen,KO (knee),2,1:49,,Main card,ONE Friday Fights 17,
W.Atomweight Muay Thai,Celest Hansen,Dani Fall,Decision (split),3,3:00,,Main card,ONE Friday Fights 17,
Bantamweight,Ivan Parshikov,Lianyang Xia,TKO (elbows and punches),1,4:15,,Main card,ONE Friday Fights 17,
Bantamweight,Enkh-Orgil Baatarkhuu,Rockie Bactol,TKO (punches and elbows),1,4:59,,Main card,ONE Friday Fights 17,
Catchweight (147.6 lbs) Muay Thai,Pongsiri P.K.Saenchai,Tyson Harrison,Decision (unanimous),3,3:00,Originally a bantamweight bout; Pongsiri missed weight (147.6 lbs),Main card,ONE Friday Fights 18,
Catchweight (132 lbs) Muay Thai,Samingdam Chor.Ajalaboon,Mahamongkol MoveOnChiangmai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 18,
Strawweight Muay Thai,Teeyai P.K.Saenchai,Saklek Kiatsongrit,KO (flying knee),2,0:58,,Main card,ONE Friday Fights 18,
Bantamweight Muay Thai,Rit Kaewsamrit,Sansiri P.K.Saenchai,KO (left hook),2,0:33,,Main card,ONE Friday Fights 18,
Catchweight (129 lbs) Muay Thai,ChatAnan Sor.Jor.JoyPrajin,Suphachailek Nengsubyai,TKO (referee stoppage),2,2:41,,Main card,ONE Friday Fights 18,
